1,496
1,2318
1,2847
1,3172
1,3333
1,3592
1,3771
1,4627
1,4872
1,5115
1,5326
1,5992
1,6875
1,7107
1,7868
1,9908
1,10205
1,10289
1,10589
1,11106
1,11321
1,11854
1,12685
1,12803
1,12805
1,12832
1,13173
1,13364
1,13925
1,14677
1,15027
1,15192
1,15301
1,15834
1,16164
2,494
2,1520
2,1845
2,2820
2,5032
2,6458
2,8670
2,10414
2,12589
2,13469
2,13847
2,14000
2,14477
2,15383
2,15459
2,15527
2,15801
2,16099
2,16496
3,518
3,801
3,1768
3,2127
3,4459
3,4793
3,5267
3,6386
3,7749
3,8801
4,707
4,722
4,757
4,893
4,2589
4,4974
5,762
5,4035
5,5440
5,5759
5,9047
5,11905
6,649
6,662
6,690
6,692
6,900
6,955
6,1965
6,2026
6,3658
6,5452
6,5549
6,6038
6,7168
6,7303
6,8025
6,9482
7,3293
7,3918
7,6724
7,7496
7,8645
7,11254
8,1546
8,5385
8,9423
8,11322
8,12900
9,862
9,2462
9,3446
9,3516
9,4398
9,4833
9,4888
9,5119
9,5268
9,5769
9,6784
9,6979
9,7281
9,8588
9,9056
9,9850
9,11829
10,747
10,2001
10,2440
10,3091
10,3888
10,6621
10,7591
10,8184
10,8287
10,8704
10,9591
10,11901
10,14003
11,136
11,774
11,1127
11,1239
11,1424
11,2452
11,2771
11,2993
11,3570
11,3673
11,4776
11,5041
11,6356
11,7707
11,9135
11,10713
11,11029
12,212
12,278
12,971
12,1117
12,1807
12,2095
12,2446
12,2453
12,2769
12,2915
12,3053
12,3121
12,4011
12,4255
12,4551
12,4606
12,4611
12,4729
12,4954
12,5006
12,6432
12,6798
12,8072
12,9631
12,9781
12,11130
12,11176
12,11665
12,12210
12,12353
12,12970
13,3
13,123
13,408
13,928
13,1539
13,2290
13,2831
13,3161
13,3359
13,3706
13,4203
13,4224
13,4412
13,4980
13,6165
13,6443
13,6821
13,7370
13,8063
13,8139
13,8595
13,8935
13,9836
13,10231
13,10629
13,10988
13,11278
13,11505
13,11603
13,12260
13,12392
13,12991
13,13728
13,14188
13,14333
13,15245
13,15956
13,15979
13,16046
13,16301
13,16815
14,278
14,1404
14,1930
14,2830
14,2903
14,3878
14,4778
14,6038
14,7001
14,7230
15,375
15,4080
15,7030
15,9534
15,10738
15,12682
16,824
16,6360
16,12827
16,15709
16,16099
17,221
17,1181
17,2463
17,2638
17,3013
17,5604
17,8021
17,10919
17,13087
17,15929
18,442
18,2721
18,2822
18,3592
18,3971
18,4668
18,6417
18,7314
19,2465
19,3615
19,4630
19,5837
19,6864
20,6485
20,10606
20,11212
20,11585
20,12507
20,13096
20,13445
20,13875
20,14019
20,14169
20,14178
20,14524
21,21
21,265
21,753
21,922
21,995
21,1008
21,1115
21,1169
21,1195
21,1211
21,1535
21,1566
21,1626
21,1665
21,1672
21,1690
21,2167
21,2366
21,2417
21,2711
21,3247
21,3322
21,3366
21,4389
21,5045
21,5108
21,5616
21,5618
21,5620
21,5622
21,5624
21,5626
21,5628
21,5630
21,5632
21,5634
21,5636
21,5722
21,5877
21,5879
21,5881
21,5883
21,5885
21,5887
21,5889
21,5891
21,5893
21,5895
21,5897
21,5899
21,5901
21,5903
21,5905
21,9762
21,9866
21,9868
21,10364
22,21
22,329
22,945
22,1006
22,1114
22,1169
22,1195
22,1211
22,1535
22,1566
22,1626
22,1665
22,1672
22,1690
22,2220
22,2417
22,2711
22,3317
22,3365
22,3368
22,4958
22,5108
22,5660
22,5877
22,5879
22,5881
22,5883
22,5885
22,5887
22,5889
22,5891
22,5893
22,5895
22,5897
22,5899
22,5901
22,5903
22,5905
23,268
23,286
23,399
23,431
23,712
23,910
23,1116
23,1356
23,1365
23,1370
23,1373
23,2078
23,2339
23,2346
23,2786
23,2791
23,2922
23,3068
23,3503
23,3659
23,3688
23,4462
23,4586
23,5603
23,5734
23,5783
23,6939
23,6973
23,7097
23,7350
23,7438
23,8017
23,8179
23,9375
23,10466
24,462
24,502
24,688
24,1304
24,1581
24,1674
24,1938
24,2365
24,3442
24,3727
24,3904
24,3964
24,4156
24,4311
24,4360
24,4690
24,4873
24,4916
24,5166
24,5345
24,5381
24,5717
24,5819
24,7077
24,7313
24,7562
24,7648
24,7825
24,8363
24,8756
24,9148
24,9421
24,9626
24,9694
24,9904
24,9915
24,10216
24,10316
24,10561
24,10633
24,10651
24,10706
24,10715
24,10723
24,10758
24,10795
24,10944
24,11192
24,11274
24,11583
24,11839
24,12085
24,12228
24,12430
24,12616
24,12791
24,12946
24,13059
24,13093
24,13131
24,13302
24,13321
24,13349
24,13411
24,13547
24,13611
24,13746
24,13901
24,14174
24,14450
24,14503
24,14527
24,14574
24,14636
24,14657
24,14706
24,14730
24,14771
24,14947
24,15067
24,15219
24,15268
24,15358
24,15820
24,16065
24,16135
24,16476
24,16500
24,16607
24,16634
25,24
25,74
25,2534
25,10000
25,10920
25,10967
25,12147
25,13884
25,14036
25,14604
25,14901
25,15159
25,15329
25,15585
25,15641
25,15863
25,16465
26,827
26,1714
26,1722
26,1968
26,2212
26,4959
26,5820
26,7508
26,7556
27,3971
27,4407
27,5224
27,5978
27,6573
27,8902
27,10241
27,12771
27,12826
27,13056
28,101
28,478
28,1085
28,1942
28,2598
28,2823
28,3328
28,3468
28,5591
28,5942
28,6800
28,6803
28,6805
28,6807
28,6809
28,6811
28,8347
28,10935
29,227
29,1214
29,2217
29,4344
29,6545
29,7828
30,1105
30,1701
30,1918
30,2524
30,3534
30,6675
30,7019
30,9163
31,108
31,1526
31,1558
31,1585
31,1705
31,2049
31,3530
31,4095
31,4758
31,4762
31,6139
31,6424
31,9079
31,10495
31,10782
31,10873
31,11891
32,619
32,3101
32,4212
32,8837
32,13320
32,14106
32,14380
33,2745
33,5775
33,8421
33,8512
33,9894
33,10305
33,10496
33,11092
34,3647
34,8983
34,10183
34,11839
34,12044
34,13059
34,13411
34,14277
34,14383
34,14706
34,15615
34,15909
34,16193
34,16494
35,30
35,242
35,923
35,1123
35,1204
35,1666
35,2237
35,2352
35,2501
35,3051
35,3188
35,3711
35,3778
35,4113
35,4642
35,5849
35,6640
35,6963
35,7290
35,7626
35,8158
35,9010
35,9500
35,9965
35,11209
35,12332
35,12521
35,13183
35,13874
35,14612
35,15195
35,15932
36,918
36,1923
36,2476
36,2716
36,4874
36,6318
36,6918
36,7673
36,8165
36,9057
36,9194
36,10652
36,10858
36,11101
36,13578
36,13888
36,14688
37,1131
37,3231
37,9581
37,10911
37,11978
38,33
38,660
38,860
38,1746
38,2683
38,2830
38,3224
38,3311
38,3469
38,3851
38,4591
38,5169
38,5800
38,6351
38,6549
38,9294
38,11837
39,2713
39,12506
39,13280
39,14575
39,14688
39,16167
40,5071
40,5617
40,5619
40,5621
40,5623
40,5625
40,5627
40,5629
40,5631
40,5633
40,5635
41,443
41,1248
41,2420
41,2654
41,8117
41,8734
41,10099
41,13743
42,915
42,1237
42,1383
42,1447
42,1450
42,1760
42,2045
42,4455
42,5821
42,6431
42,6665
42,7516
42,9262
42,9745
42,10791
42,12586
43,702
43,1042
43,1376
43,1788
43,1948
43,1952
43,3159
43,4134
43,4257
43,4261
43,4655
43,4792
43,5390
43,7143
43,8018
43,8871
43,10405
43,10798
43,11244
43,11949
43,12236
44,152
44,292
44,550
44,945
44,1098
44,1105
44,1346
44,1848
44,2009
44,2236
44,2313
44,2398
44,2405
44,2724
44,3188
44,3221
44,3768
44,3840
44,4182
44,4344
44,5589
44,6170
44,6618
44,7044
44,7195
44,7400
44,7518
44,7553
44,7735
44,7748
44,8407
44,8702
44,9326
44,9726
44,9754
44,10364
44,10530
44,10557
44,10767
44,11528
44,13095
44,13594
44,15032
45,15
45,18
45,227
45,478
45,1201
45,1707
45,2039
45,2217
45,3423
45,3434
45,3557
45,3982
45,5274
45,7155
45,9291
45,10417
45,11165
46,230
46,539
46,651
46,1649
46,1885
46,1887
46,3023
46,3443
46,3529
46,5592
46,12411
47,132
47,768
47,1632
47,2711
47,4047
47,4311
47,8167
47,8756
47,10126
47,10609
47,12086
47,12155
47,12517
47,13059
47,13240
47,13322
47,13411
47,13831
47,13841
47,13939
47,14063
47,14228
47,14260
47,14410
47,14581
47,14648
47,15111
47,15226
47,15287
47,15472
47,15532
47,15538
47,15586
47,15606
47,15615
47,15660
47,15755
47,15818
47,15908
47,15978
47,16065
47,16229
47,16310
47,16421
47,16435
47,16467
47,16563
47,16607
47,16611
47,16639
47,16711
47,16724
47,16744
47,16776
47,16808
47,16820
48,27
48,1024
48,1617
48,1658
48,2024
48,3126
48,3213
48,4870
48,7588
48,8337
48,10638
48,11076
49,18
49,1728
49,2195
49,2945
49,3414
49,3898
49,4652
49,5470
49,7044
49,7469
49,7955
49,8567
49,9148
49,9696
49,10815
50,2
50,21
50,61
50,95
50,130
50,206
50,230
50,343
50,586
50,688
50,768
50,778
50,985
50,1079
50,1082
50,1193
50,1214
50,1271
50,1292
50,1294
50,1301
50,1308
50,1310
50,1312
50,1314
50,1336
50,1503
50,1556
50,1560
50,1581
50,1606
50,1614
50,1617
50,1630
50,1637
50,1666
50,1674
50,1803
50,1811
50,2063
50,2222
50,2224
50,2237
50,2296
50,2422
50,2583
50,2710
50,2816
50,3217
50,3363
50,3381
50,3605
50,3841
50,3866
50,4072
50,4164
50,4304
50,4520
50,4800
50,4915
50,4966
50,5170
50,5256
50,5303
50,5377
50,5466
50,5471
50,5473
50,5475
50,5481
50,5488
50,5492
50,5497
50,5500
50,5504
50,5507
50,5600
50,5725
50,5901
50,5953
50,5979
50,6100
50,6228
50,6260
50,6305
50,6593
50,6716
50,6790
50,7053
50,7115
50,7231
50,7305
50,7385
50,7644
50,7779
50,7956
50,8135
50,8265
50,8367
50,8397
50,8585
50,8756
50,8807
50,8999
50,9114
50,9139
50,9419
50,9470
50,9677
50,9722
50,9952
50,10135
50,10270
50,10339
50,10364
50,10518
50,10611
50,10895
50,11003
50,11266
50,11507
50,11625
50,11828
50,11923
50,12025
50,12040
50,12125
50,12150
50,12221
50,12241
50,12386
50,12501
50,12726
50,12881
50,12998
50,13053
50,13111
50,13240
50,13293
50,13380
50,13393
50,13541
50,13760
50,13946
50,13959
50,14121
50,14203
50,14426
50,14502
50,14596
50,14659
50,14733
50,14801
50,15042
50,15102
50,15151
50,15212
50,15442
50,15574
50,15648
50,15701
50,15787
50,15872
50,15959
50,16038
50,16170
50,16216
50,16254
50,16275
50,16392
50,16454
50,16502
50,16516
50,16565
50,16602
50,16657
50,16701
50,16902
51,329
51,1010
51,1123
51,1204
51,1892
51,2391
51,3476
51,5268
51,5901
51,8977
51,9587
51,10507
52,18
52,143
52,190
52,245
52,290
52,434
52,664
52,907
52,1163
52,1347
52,1360
52,2380
52,2499
52,2804
52,3004
52,3121
52,3429
52,3638
52,3893
52,3952
52,4493
52,4647
52,4709
52,4781
52,4994
52,5246
52,5282
52,5425
52,5852
52,6092
52,6254
52,6429
52,6620
52,6771
52,6774
52,6817
52,7000
52,7234
52,7546
52,7709
52,8094
52,8233
52,8267
52,8298
52,8319
52,8505
52,8599
52,8794
52,8942
52,9021
52,9346
52,9370
52,9401
52,9497
52,9700
52,10186
52,10267
52,10434
52,10444
52,10575
52,10627
52,10639
52,10746
52,10749
52,10890
52,11005
52,11092
52,11165
52,11190
52,11206
52,11954
52,12203
52,12206
52,12208
52,12282
52,12313
52,12573
52,12886
52,13094
52,13427
52,13556
52,13888
52,14126
52,14165
52,14562
52,14665
52,14743
52,14960
52,15021
52,15123
52,15373
52,15713
52,15810
52,16292
53,227
53,451
53,877
53,1842
53,2875
53,2979
53,3046
53,3612
53,4594
53,4606
53,4611
53,4644
53,4913
53,5457
53,6438
53,8840
53,9308
53,10343
53,11693
54,206
54,2492
54,2658
54,4561
54,5327
54,5914
54,6036
54,6725
54,10283
54,11083
54,11357
54,11683
54,11838
54,12091
54,12223
54,12307
54,13063
55,261
55,441
55,739
55,1743
55,2512
55,2707
55,2803
55,3274
55,3309
55,3863
55,4339
55,5065
55,6361
55,6820
55,7697
55,7958
55,8405
55,10330
56,494
56,502
56,1200
56,1346
56,1539
56,1695
56,1878
56,2197
56,2719
56,3073
56,3282
56,3602
56,3805
56,4529
56,4870
56,5345
56,5514
56,6152
56,6990
56,7050
56,8337
56,8387
56,8545
56,8667
56,9230
56,9338
56,9581
56,9929
56,10739
56,10940
56,11051
56,11318
56,11958
56,12081
56,12508
56,12528
56,12894
56,13093
56,14174
56,14598
56,14642
56,15813
57,706
57,3537
57,6784
57,7642
57,9056
58,1227
58,3840
58,4615
58,6160
58,6295
58,6977
58,8302
58,8786
58,11941
58,12298
58,12513
58,13742
58,13862
58,14053
58,14254
58,14269
58,14509
58,15114
58,15191
58,15263
58,15362
58,15426
58,15515
58,15678
58,15850
58,16046
58,16056
58,16058
58,16062
58,16222
58,16354
58,16484
58,16690
58,16959
59,580
59,728
59,6582
59,8000
59,9887
59,10948
59,11738
59,12041
59,12348
59,13017
59,13223
59,13443
59,14090
59,14181
59,14280
59,14701
59,15584
59,16209
59,16469
60,672
60,829
60,854
60,1189
60,1210
60,2228
60,2389
60,4923
60,4985
60,5149
60,6097
60,6638
60,7148
60,8416
61,846
61,1193
61,1945
61,11539
61,14091
61,14830
62,248
62,6624
62,10475
62,10586
62,11004
63,3816
63,5453
63,5840
63,8205
63,8808
63,10849
63,11611
63,11711
63,12622
63,12703
63,13217
63,13291
63,13388
63,13874
63,13963
64,149
64,938
64,1904
64,2058
64,2540
65,4118
65,5727
65,11611
65,13181
65,13443
65,14098
65,14279
65,15704
66,475
66,2031
66,3989
66,5648
66,7112
66,9913
66,11758
66,13494
66,15038
67,92
67,122
67,381
67,693
67,759
67,787
67,935
67,1036
67,1123
67,1147
67,1442
67,1691
67,1951
67,2354
67,3711
67,4303
67,4517
67,4690
67,4767
67,5121
67,5268
67,5751
67,6248
67,6449
67,6654
67,7160
67,9187
67,9890
67,10438
67,11003
67,11292
67,11707
67,11809
67,12159
67,12750
67,13155
67,13248
67,13352
67,13913
68,616
68,1118
68,2351
68,3097
68,6348
68,7373
68,8162
68,8706
68,8929
68,9773
68,10493
68,10963
68,11217
68,11619
68,11708
68,11784
68,11924
68,11952
68,12056
68,12338
68,12449
69,358
69,2068
69,2070
69,2073
69,2382
69,2572
69,3720
69,4295
69,4391
69,5062
69,5298
69,5667
69,5670
69,5730
69,6412
69,6487
69,6786
69,6905
69,6907
69,6910
69,6951
69,7404
69,7413
69,8069
69,8124
69,8200
69,8424
69,8539
69,8551
69,8615
69,9043
69,9379
69,9989
69,10619
69,11077
69,11341
69,11380
69,11382
69,11384
69,11386
69,11388
69,11390
69,11392
69,11394
69,11396
69,11398
69,11400
69,11402
69,11404
69,11406
69,11408
69,11410
69,11412
69,11414
69,11416
69,11418
69,11420
69,11422
69,11424
69,11426
69,11428
69,11430
